Address,AssetName,Battery_voltage,DatePart,Engine_Temp,Fuel_Used,Odo_counter,Power_voltage,Speed,Time,Trip,accuracy,airflow,altitude,brakeDist,brakeFlag,date,diffSpeed,engine,harsh_accl,harsh_brake,harsh_corner,heading,hours00counter,idlecounter,ignition,lat,lon,overspeed,rpm,totalDist_Date,totalDist_Trip
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37255.85,12.69,20,09:42:20,1.0,10,7.0,0.0,0.0,0.0,2017-11-02 09:42:20,3.0,1,0.0,4.0,,1,1019.13,0.0,1,12.82186,80.21154,,899.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,103.0 °C,,37255.93,12.75,23,09:42:46,1.0,10,8.0,-2.0,0.0,0.0,2017-11-02 09:42:46,3.0,1,0.0,4.0,,11,1019.14,0.0,1,12.82264,80.21153,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37255.93,12.88,23,09:42:47,1.0,10,8.0,-3.0,0.0,0.0,2017-11-02 09:42:47,0.0,1,0.0,4.0,,20,1019.14,0.0,1,12.8227,80.21154,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,103.0 °C,,37255.93,12.77,20,09:42:48,1.0,10,8.0,-3.0,2.29,1.0,2017-11-02 09:42:48,-3.0,1,0.0,4.0,,39,1019.14,0.0,1,12.82274,80.21158,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,103.0 °C,,37255.93,12.85,20,09:42:49,1.0,10,8.0,-3.0,0.0,0.0,2017-11-02 09:42:49,0.0,1,0.0,4.0,,46,1019.14,0.0,1,12.82276,80.21162,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37255.93,12.88,23,09:42:50,1.0,10,8.0,-4.0,0.0,0.0,2017-11-02 09:42:50,3.0,1,0.0,4.0,,66,1019.14,0.0,1,12.82278,80.21166,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.0,12.91,23,09:42:51,1.0,10,8.0,-3.0,0.0,0.0,2017-11-02 09:42:51,0.0,1,0.0,4.0,,75,1019.14,0.0,1,12.82279,80.21172,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.0,12.93,23,09:42:52,1.0,10,8.0,-3.0,0.0,0.0,2017-11-02 09:42:52,0.0,1,0.0,4.0,,86,1019.14,0.0,1,12.82278,80.2118,,706.0,45.55999999999767,18.62999999999738
"3rd Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.31,12.99,41,09:43:21,1.0,10,16.0,2.0,0.0,0.0,2017-11-02 09:43:21,18.0,1,0.0,4.0,,89,1019.15,0.0,1,12.82276,80.21464,,1156.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.42,12.59,19,09:43:36,1.0,9,6.0,5.0,2.06,1.0,2017-11-02 09:43:36,-22.0,1,0.0,4.0,,0,1019.15,0.0,1,12.82274,80.21571,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.44,12.77,15,09:43:51,1.0,9,6.0,5.0,1.29,1.0,2017-11-02 09:43:51,-4.0,1,0.0,4.0,,35,1019.16,0.0,1,12.82278,80.21574,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.44,12.59,14,09:43:52,1.0,9,6.0,5.0,1.12,1.0,2017-11-02 09:43:52,-1.0,1,0.0,4.0,,21,1019.16,0.0,1,12.82283,80.21578,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.44,12.67,14,09:43:53,1.0,9,6.0,4.0,0.0,0.0,2017-11-02 09:43:53,0.0,1,0.0,4.0,,14,1019.16,0.0,1,12.82287,80.21582,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.44,12.88,14,09:43:55,1.0,9,6.0,4.0,0.0,0.0,2017-11-02 09:43:55,0.0,1,0.0,4.0,,5,1019.16,0.0,1,12.82292,80.21586,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.49,12.85,31,09:44:02,1.0,9,6.0,3.0,0.0,0.0,2017-11-02 09:44:02,17.0,1,0.0,4.0,,357,1019.16,0.0,1,12.82326,80.21589,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.78,12.77,0,09:44:31,1.0,10,15.0,0.0,0.0,1.0,2017-11-02 09:44:31,-31.0,1,0.0,4.0,,0,1019.17,0.0,1,12.82566,80.21598,,1285.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.78,13.07,16,09:45:01,1.0,10,6.0,2.0,0.0,0.0,2017-11-02 09:45:01,16.0,1,0.0,4.0,,5,1019.18,0.0,1,12.82575,80.21599,,899.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.78,12.77,36,09:45:07,1.0,10,6.0,0.0,0.0,0.0,2017-11-02 09:45:07,20.0,1,0.0,4.0,,358,1019.18,0.0,1,12.82637,80.21602,,899.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.89,12.67,16,09:45:18,1.0,9,9.0,-2.0,1.46,1.0,2017-11-02 09:45:18,-20.0,1,0.0,4.0,,6,1019.18,0.0,1,12.82738,80.21606,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.89,12.45,16,09:45:19,1.0,9,9.0,-2.0,0.0,0.0,2017-11-02 09:45:19,0.0,1,0.0,4.0,,23,1019.18,0.0,1,12.82741,80.21609,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.89,12.67,14,09:45:20,1.0,10,9.0,-2.0,1.12,1.0,2017-11-02 09:45:20,-2.0,1,0.0,4.0,,53,1019.18,0.0,1,12.82742,80.21611,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.98,12.77,14,09:45:21,1.0,9,9.0,-2.0,0.0,0.0,2017-11-02 09:45:21,0.0,1,0.0,4.0,,105,1019.18,0.0,1,12.8274,80.21614,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.98,12.64,7,09:45:22,1.0,10,9.0,-2.0,0.28,1.0,2017-11-02 09:45:22,-7.0,1,0.0,4.0,,126,1019.18,0.0,1,12.82738,80.21614,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37256.98,12.5,7,09:45:23,1.0,10,9.0,-2.0,0.0,0.0,2017-11-02 09:45:23,0.0,1,0.0,4.0,,138,1019.18,0.0,1,12.82737,80.21614,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.99,12.75,5,09:45:42,1.0,10,6.0,-2.0,0.14,1.0,2017-11-02 09:45:42,-2.0,1,0.0,4.0,,0,1019.19,0.0,1,12.82737,80.21615,,771.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37256.99,12.91,14,09:45:46,1.0,10,6.0,1.0,0.0,0.0,2017-11-02 09:45:46,9.0,1,0.0,4.0,,180,1019.19,0.0,1,12.82732,80.21616,,771.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.07,12.67,6,09:46:01,1.0,10,6.0,2.0,0.21,1.0,2017-11-02 09:46:01,-8.0,1,0.0,4.0,,0,1019.19,0.0,1,12.8266,80.21616,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.07,12.56,15,09:46:13,1.0,10,6.0,8.0,0.0,0.0,2017-11-02 09:46:13,9.0,1,0.0,4.0,,181,1019.2,0.0,1,12.82649,80.21617,,1220.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.07,12.61,6,09:46:19,1.0,10,10.0,5.0,0.21,1.0,2017-11-02 09:46:19,-9.0,1,0.0,4.0,,189,1019.2,0.0,1,12.82613,80.21613,,1092.0,45.55999999999767,18.62999999999738
"1st Cross Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.13,12.72,16,09:46:33,1.0,9,10.0,10.0,0.0,0.0,2017-11-02 09:46:33,10.0,1,0.0,4.0,,185,1019.2,0.0,1,12.82603,80.21613,,1092.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.13,12.88,8,09:46:38,1.0,10,5.0,7.0,0.37,1.0,2017-11-02 09:46:38,-8.0,1,0.0,4.0,,0,1019.21,0.0,1,12.82581,80.2161,,963.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.13,12.91,15,09:46:40,1.0,10,5.0,8.0,0.0,0.0,2017-11-02 09:46:40,7.0,1,0.0,4.0,,184,1019.21,0.0,1,12.82578,80.21609,,963.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,103.0 °C,,37257.27,12.61,11,09:46:52,1.0,9,5.0,4.0,0.69,1.0,2017-11-02 09:46:52,-4.0,1,0.0,4.0,,177,1019.21,0.0,1,12.82477,80.21605,,963.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.27,12.69,11,09:46:54,1.0,10,5.0,4.0,0.0,0.0,2017-11-02 09:46:54,0.0,1,0.0,4.0,,166,1019.21,0.0,1,12.82474,80.21606,,963.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.27,12.56,11,09:46:55,1.0,10,6.0,4.0,0.0,0.0,2017-11-02 09:46:55,0.0,1,0.0,4.0,,0,1019.21,0.0,1,12.82473,80.21606,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.29,12.88,6,09:47:55,1.0,8,11.0,4.0,0.21,1.0,2017-11-02 09:47:55,-5.0,1,0.0,4.0,,19,1019.23,0.0,1,12.82477,80.2161,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.29,12.88,24,09:47:56,1.0,8,11.0,4.0,0.0,0.0,2017-11-02 09:47:56,18.0,1,0.0,4.0,,6,1019.23,0.0,1,12.82485,80.21612,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.29,12.8,28,09:47:59,1.0,9,11.0,6.0,0.0,0.0,2017-11-02 09:47:59,4.0,1,0.0,4.0,,358,1019.23,0.0,1,12.82511,80.21614,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.34,12.5,14,09:48:05,1.0,7,11.0,6.0,1.12,1.0,2017-11-02 09:48:05,-14.0,1,0.0,4.0,,350,1019.23,0.0,1,12.82554,80.21614,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.34,12.56,5,09:48:06,1.0,7,11.0,6.0,0.14,1.0,2017-11-02 09:48:06,-9.0,1,0.0,4.0,,0,1019.23,0.0,1,12.82556,80.21614,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.34,12.5,10,09:48:10,1.0,9,11.0,3.0,0.0,0.0,2017-11-02 09:48:10,5.0,1,0.0,4.0,,19,1019.23,0.0,1,12.82568,80.21618,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.39,12.67,12,09:48:11,1.0,9,11.0,3.0,0.0,0.0,2017-11-02 09:48:11,2.0,1,0.0,4.0,,40,1019.23,0.0,1,12.8257,80.21621,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,103.0 °C,,37257.39,12.59,12,09:48:12,1.0,10,11.0,4.0,0.0,0.0,2017-11-02 09:48:12,0.0,1,0.0,4.0,,60,1019.23,0.0,1,12.8257,80.21623,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,103.0 °C,,37257.39,12.67,12,09:48:13,1.0,10,11.0,3.0,0.0,0.0,2017-11-02 09:48:13,0.0,1,0.0,4.0,,108,1019.23,0.0,1,12.82569,80.21626,,771.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.39,12.53,12,09:48:14,1.0,9,9.0,2.0,0.0,0.0,2017-11-02 09:48:14,0.0,1,0.0,4.0,,130,1019.23,0.0,1,12.82567,80.21628,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-02,102.0 °C,,37257.39,12.61,12,09:48:15,1.0,9,9.0,2.0,0.0,0.0,2017-11-02 09:48:15,0.0,1,0.0,4.0,,154,1019.23,0.0,1,12.82564,80.2163,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.39,12.13,8,09:48:17,1.0,9,9.0,1.0,0.37,1.0,2017-11-02 09:48:17,-4.0,1,0.0,4.0,,0,1019.23,0.0,1,12.82561,80.2163,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.42,12.75,26,09:48:22,1.0,7,9.0,0.0,0.0,0.0,2017-11-02 09:48:22,18.0,1,0.0,4.0,,179,1019.23,0.0,1,12.82559,80.21629,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.42,12.83,20,09:48:27,1.0,7,9.0,0.0,2.29,1.0,2017-11-02 09:48:27,-6.0,1,0.0,4.0,,184,1019.24,0.0,1,12.82531,80.21629,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.42,12.53,21,09:48:28,1.0,7,9.0,0.0,0.0,0.0,2017-11-02 09:48:28,1.0,1,0.0,4.0,,177,1019.24,0.0,1,12.82522,80.21633,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.46,12.56,13,09:48:35,1.0,6,9.0,-1.0,0.97,1.0,2017-11-02 09:48:35,-8.0,1,0.0,4.0,,176,1019.24,0.0,1,12.82465,80.21645,,899.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.46,12.56,15,09:48:38,1.0,6,10.0,-105.0,0.0,0.0,2017-11-02 09:48:38,2.0,1,0.0,4.0,,123,1019.24,0.0,1,12.82456,80.21732,,1092.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.46,12.45,15,09:48:39,1.0,5,10.0,-119.0,0.0,0.0,2017-11-02 09:48:39,0.0,1,0.0,4.0,,156,1019.24,0.0,1,12.82432,80.21723,,1092.0,45.55999999999767,18.62999999999738
"1st Main Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,102.0 °C,,37257.46,12.5,9,09:48:40,1.0,5,10.0,-114.0,0.46,1.0,2017-11-02 09:48:40,-6.0,1,0.0,4.0,,175,1019.24,0.0,1,12.82407,80.21714,,1092.0,45.55999999999767,18.62999999999738
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,58.0 °C,,37257.61,12.88,11,12:50:29,2.0,5,9.0,19.0,0.0,0.0,2017-11-02 12:50:29,,1,1.0,0.0,,96,1019.3,0.0,1,12.82558,80.21825,,835.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,59.0 °C,,37257.61,13.07,11,12:50:32,2.0,9,9.0,28.0,0.0,0.0,2017-11-02 12:50:32,0.0,1,1.0,0.0,,89,1019.3,0.0,1,12.82563,80.21838,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,59.0 °C,,37257.86,12.96,5,12:50:48,2.0,9,9.0,16.0,0.14,1.0,2017-11-02 12:50:48,-6.0,1,1.0,0.0,,97,1019.31,0.0,1,12.82565,80.21904,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,59.0 °C,,37257.9,12.88,7,12:50:50,2.0,9,9.0,16.0,0.0,0.0,2017-11-02 12:50:50,2.0,1,1.0,0.0,,0,1019.31,0.0,1,12.82566,80.21906,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,62.0 °C,,37257.91,13.07,19,12:51:03,2.0,8,6.0,11.0,0.0,0.0,2017-11-02 12:51:03,12.0,1,1.0,0.0,,169,1019.31,0.0,1,12.82555,80.21906,,835.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,62.0 °C,,37257.91,13.04,23,12:51:04,2.0,8,6.0,8.0,0.0,0.0,2017-11-02 12:51:04,4.0,1,1.0,0.0,,176,1019.31,0.0,1,12.82544,80.21907,,835.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,62.0 °C,,37257.91,13.07,25,12:51:07,2.0,9,6.0,4.0,0.0,0.0,2017-11-02 12:51:07,2.0,1,1.0,0.0,,183,1019.31,0.0,1,12.82523,80.2191,,835.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,63.0 °C,,37257.96,12.88,24,12:51:12,2.0,9,11.0,4.0,3.29,1.0,2017-11-02 12:51:12,-1.0,1,1.0,0.0,,176,1019.31,0.0,1,12.82492,80.21916,,1670.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,63.0 °C,,37257.96,12.88,13,12:51:15,2.0,8,11.0,5.0,0.97,1.0,2017-11-02 12:51:15,-11.0,1,1.0,0.0,,165,1019.31,0.0,1,12.82482,80.21922,,1670.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,63.0 °C,,37258.01,12.8,15,12:51:20,2.0,9,11.0,11.0,0.0,0.0,2017-11-02 12:51:20,2.0,1,1.0,0.0,,172,1019.31,0.0,1,12.82465,80.21927,,1670.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,63.0 °C,,37258.01,12.83,9,12:51:22,2.0,9,11.0,14.0,0.46,1.0,2017-11-02 12:51:22,-6.0,1,1.0,0.0,,163,1019.31,0.0,1,12.82459,80.2193,,1670.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,63.0 °C,,37258.01,12.93,4,12:51:25,2.0,10,11.0,19.0,0.09,1.0,2017-11-02 12:51:25,-5.0,1,1.0,0.0,,0,1019.32,0.0,1,12.82455,80.21934,,1670.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,65.0 °C,,37258.04,13.15,24,12:51:42,2.0,10,8.0,20.0,0.0,0.0,2017-11-02 12:51:42,20.0,1,1.0,0.0,,13,1019.32,0.0,1,12.82461,80.21934,,706.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,65.0 °C,,37258.04,13.07,24,12:51:43,2.0,10,8.0,20.0,0.0,0.0,2017-11-02 12:51:43,0.0,1,1.0,0.0,,5,1019.32,0.0,1,12.8247,80.21937,,706.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,67.0 °C,,37258.17,13.07,26,12:51:59,2.0,11,6.0,15.0,0.0,0.0,2017-11-02 12:51:59,2.0,1,1.0,0.0,,358,1019.32,0.0,1,12.82575,80.21946,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,69.0 °C,,37258.36,13.15,42,12:52:28,2.0,9,17.0,12.0,0.0,0.0,2017-11-02 12:52:28,16.0,1,1.0,0.0,,359,1019.33,0.0,1,12.82811,80.21942,,1477.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.72,12.99,22,12:52:56,2.0,9,6.0,10.0,2.77,1.0,2017-11-02 12:52:56,-20.0,1,1.0,0.0,,6,1019.34,0.0,1,12.83091,80.21943,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.72,13.07,22,12:52:57,2.0,9,6.0,9.0,0.0,0.0,2017-11-02 12:52:57,0.0,1,1.0,0.0,,14,1019.34,0.0,1,12.83096,80.21945,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.72,13.1,22,12:52:58,2.0,10,6.0,9.0,0.0,0.0,2017-11-02 12:52:58,0.0,1,1.0,0.0,,24,1019.34,0.0,1,12.83101,80.21949,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.77,13.04,26,12:52:59,2.0,10,6.0,9.0,0.0,0.0,2017-11-02 12:52:59,4.0,1,1.0,0.0,,37,1019.34,0.0,1,12.83105,80.21954,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.77,13.1,31,12:53:01,2.0,11,6.0,7.0,0.0,0.0,2017-11-02 12:53:01,5.0,1,1.0,0.0,,50,1019.34,0.0,1,12.83113,80.21966,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.77,13.07,31,12:53:02,2.0,10,6.0,7.0,0.0,0.0,2017-11-02 12:53:02,0.0,1,1.0,0.0,,75,1019.34,0.0,1,12.83116,80.21974,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,75.0 °C,,37258.77,13.04,37,12:53:03,2.0,9,6.0,7.0,0.0,0.0,2017-11-02 12:53:03,6.0,1,1.0,0.0,,89,1019.34,0.0,1,12.83117,80.21983,,899.0,45.55999999999767,4.069999999999709
"SIpcot Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-02,79.0 °C,,37259.07,13.07,24,12:53:32,2.0,11,17.0,4.0,3.29,1.0,2017-11-02 12:53:32,-13.0,1,1.0,0.0,,90,1019.35,0.0,1,12.83116,80.22241,,835.0,45.55999999999767,4.069999999999709
